NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Title I School,Title 1 School Wide,Student Teacher Ratio,Free Lunch,Reduced Lunch
5.3027E+11,WA-06114-4203,5302700,WA-06114,9,12,Cascadia Technical Academy Skills Center,Evergreen School District (Clark),Clark,12200 NE 28th Street,Vancouver,WA,98682,7858,(360)604-1050,12,City: Midsize,No,,,,0,0
5.3027E+11,WA-06114-4299,5302700,WA-06114,PK,5,Burnt Bridge Creek Elementary Sch,Evergreen School District (Clark),Clark,14619A NE 49th Street,Vancouver,WA,98682,6308,(360)604-6750,12,City: Midsize,No,Yes,Yes,15.6,153,55
5.3027E+11,WA-06114-1530,5302700,WA-06114,PK,PK,Early Childhood Center,Evergreen School District (Clark),Clark,13501 NE 28th Street,Vancouver,WA,98682,,(360)604-3925,12,City: Midsize,No,No,,,55,6
5.3027E+11,WA-06114-4380,5302700,WA-06114,KG,5,Harmony Elementary School,Evergreen School District (Clark),Clark,17404A NE 18th Street,Vancouver,WA,98684,9770,(360)604-6600,21,Suburb: Large,No,No,,18.4,143,45
5.3027E+11,WA-06114-4498,5302700,WA-06114,6,8,Frontier Middle School,Evergreen School District (Clark),Clark,7600 NE 166th Avenue,Vancouver,WA,98682,3100,(360)604-3200,41,Rural: Fringe,No,Yes,No,16.7,285,95
5.3027E+11,WA-06114-4499,5302700,WA-06114,PK,5,Fishers Landing Elementary School,Evergreen School District (Clark),Clark,3800 SE Hiddenbrook Drive,Vancouver,WA,98683,8274,(360)604-6650,12,City: Midsize,No,Yes,No,17.9,108,19
5.3027E+11,WA-06114-4523,5302700,WA-06114,9,12,Heritage High School,Evergreen School District (Clark),Clark,7825 NE 130th Avenue,Vancouver,WA,98682,3316,(360)604-3400,21,Suburb: Large,No,Yes,Yes,21.6,757,246
5.3027E+11,WA-06114-4560,5302700,WA-06114,KG,5,Illahee Elementary School,Evergreen School District (Clark),Clark,19401 SE 1st Street,Camas,WA,98607,7275,(360)604-3350,12,City: Midsize,No,Yes,Yes,17.8,127,23
5.3027E+11,WA-06114-4561,5302700,WA-06114,6,8,Shahala Middle School,Evergreen School District (Clark),Clark,601 SE 192nd Avenue,Vancouver,WA,98683,9508,(360)604-3800,12,City: Midsize,No,Yes,Yes,18.5,248,60
5.3027E+11,WA-06114-4587,5302700,WA-06114,PK,5,Columbia Valley Elementary,Evergreen School District (Clark),Clark,17500 SE Sequoia Cr,Vancouver,WA,98683,,(360)604-3375,12,City: Midsize,No,Yes,Yes,18,177,45
5.3027E+11,WA-06114-1926,5302700,WA-06114,KG,12,Home Choice Academy,Evergreen School District (Clark),Clark,13501 NE 28th Street,Vancouver,WA,98682,8091,(360)604-4032,12,City: Midsize,No,Yes,Yes,19.9,19,8
5.3027E+11,WA-06114-4579,5302700,WA-06114,PK,5,York Elementary School,Evergreen School District (Clark),Clark,9301 NE 152nd Avenue,Vancouver,WA,98682,2744,(360)604-3975,21,Suburb: Large,No,Yes,Yes,17.7,164,57
5.3027E+11,WA-06114-5111,5302700,WA-06114,9,12,Union High School,Evergreen School District (Clark),Clark,6201 NW Friberg-Strunk St,Camas,WA,98607,,(360)604-6250,12,City: Midsize,No,Yes,Yes,23.5,421,180
5.3027E+11,WA-06114-5136,5302700,WA-06114,KG,5,Endeavour Elementary School,Evergreen School District (Clark),Clark,2701 NE Four Seasons Lane,Vancouver,WA,98684,,(360)604-4920,12,City: Midsize,No,Yes,Yes,17.7,355,74
5.3027E+11,WA-06114-5310,5302700,WA-06114,9,12,HeLa High School,Evergreen School District (Clark),Clark,9105 NE 9th Street,Vancouver,WA,98664,,(360)604-6340,12,City: Midsize,No,Yes,Yes,19.2,158,63
5.3027E+11,WA-06114-5435,5302700,WA-06114,9,12,Open Doors Evergreen,Evergreen School District (Clark),,PO Box 8910,Vancouver,WA,98668,8910,(360)604-4089,,,No,,,,,
5.30273E+11,WA-33205-3197,5302730,WA-33205,KG,6,Evergreen School,Evergreen School District (Stevens),Stevens,3342 Addy-Gifford Rd,Gifford,WA,99131,9701,(509)722-6084,43,Rural: Remote,No,Yes,Yes,12.5,9,0
5.30282E+11,WA-17210-3519,5302820,WA-17210,PK,5,Adelaide Elementary School,Federal Way School District,King,1635 SW 304th ST,Federal Way,WA,98023,3431,(253)945-2300,21,Suburb: Large,No,Yes,Yes,15.5,237,26
5.30282E+11,WA-17210-3700,5302820,WA-17210,PK,5,Brigadoon Elementary School,Federal Way School District,King,3601 SW 336th ST,Federal Way,WA,98023,2929,(253)945-2400,21,Suburb: Large,No,Yes,Yes,15.9,187,30
5.30282E+11,WA-17210-3547,5302820,WA-17210,PK,5,Camelot Elementary School,Federal Way School District,King,4041 S 298TH,AUBURN,WA,98001,1581,(253)945-2500,21,Suburb: Large,No,Yes,Yes,15,156,49
5.30282E+11,WA-17210-3766,5302820,WA-17210,9,12,Decatur High School,Federal Way School District,King,2800 SW 320TH ST,FEDERAL WAY,WA,98023,2207,(253)945-5200,21,Suburb: Large,No,Yes,Yes,21.9,587,105
5.30282E+11,WA-17210-2417,5302820,WA-17210,9,12,Federal Way High School,Federal Way School District,King,30611 16TH AV S,FEDERAL WAY,WA,98003,4126,(253)945-5400,21,Suburb: Large,No,Yes,Yes,20.4,893,153
5.30282E+11,WA-17210-3898,5302820,WA-17210,5,8,Illahee Middle School,Federal Way School District,King,36001 1st AVE S,FEDERAL WAY,WA,98003,8606,(253)945-4600,21,Suburb: Large,No,Yes,Yes,17.2,345,56
5.30282E+11,WA-17210-3701,5302820,WA-17210,6,8,Kilo Middle School,Federal Way School District,King,4400 S 308TH ST,AUBURN,WA,98001,2640,(253)945-4700,21,Suburb: Large,No,Yes,Yes,15.2,300,59
5.30282E+11,WA-17210-3738,5302820,WA-17210,PK,5,Lake Dolloff Elementary School,Federal Way School District,King,4200 S 308TH ST,AUBURN,WA,98001,2641,(253)945-2800,21,Suburb: Large,No,Yes,Yes,18.8,258,31
5.30282E+11,WA-17210-3568,5302820,WA-17210,PK,5,Lake Grove Elementary School,Federal Way School District,King,303 SW 308TH ST,FEDERAL WAY,WA,98023,3957,(253)945-2900,21,Suburb: Large,No,Yes,No,16,238,21
5.30282E+11,WA-17210-2841,5302820,WA-17210,PK,5,Lakeland Elementary School,Federal Way School District,King,35827 32ND AV S,AUBURN,WA,98001,9327,(253)945-3000,21,Suburb: Large,No,Yes,Yes,17.1,173,36
5.30282E+11,WA-17210-3381,5302820,WA-17210,6,8,Lakota Middle School,Federal Way School District,King,1415 SW 314TH ST,FEDERAL WAY,WA,98023,4521,(253)945-4800,21,Suburb: Large,No,Yes,Yes,18.5,367,62
5.30282E+11,WA-17210-3159,5302820,WA-17210,PK,5,Mirror Lake Elementary School,Federal Way School District,King,625 S 314TH ST,FEDERAL WAY,WA,98003,5214,(253)945-3300,21,Suburb: Large,No,Yes,Yes,16.1,272,38
5.30282E+11,WA-17210-3625,5302820,WA-17210,KG,8,Nautilus K-8 School,Federal Way School District,King,1000 S 289TH ST,FEDERAL WAY,WA,98003,8256,(253)945-3400,21,Suburb: Large,No,No,,17.6,245,39
5.30282E+11,WA-17210-3432,5302820,WA-17210,PK,5,Olympic View Elementary School,Federal Way School District,King,2626 SW 327TH ST,FEDERAL WAY,WA,98023,2535,(253)945-3500,21,Suburb: Large,No,Yes,Yes,15.4,287,22
5.30282E+11,WA-17210-3626,5302820,WA-17210,6,8,Sacajawea Middle School,Federal Way School District,King,1101 S DASH POINT RD,FEDERAL WAY,WA,98003,3735,(253)945-4900,21,Suburb: Large,No,Yes,Yes,17.9,397,74
5.30282E+11,WA-17210-3160,5302820,WA-17210,PK,5,Star Lake Elementary School,Federal Way School District,King,4014 S 270TH,KENT,WA,98031,7139,(253)945-4000,12,City: Midsize,No,Yes,Yes,16.6,211,46
5.30282E+11,WA-17210-3567,5302820,WA-17210,PK,5,Sunnycrest Elementary School,Federal Way School District,King,24629 42ND AV S,KENT,WA,98032,4197,(253)945-4100,12,City: Midsize,No,Yes,Yes,17.5,408,12
5.30282E+11,WA-17210-3584,5302820,WA-17210,9,12,Thomas Jefferson High School,Federal Way School District,King,4248 S 288TH ST,AUBURN,WA,98001,2820,(253)945-5600,21,Suburb: Large,No,Yes,Yes,21.7,794,189
5.30282E+11,WA-17210-3431,5302820,WA-17210,6,8,Totem Middle School,Federal Way School District,King,26630 40TH AVE S,KENT,WA,98031,7017,(253)945-5100,12,City: Midsize,No,No,,16.2,444,57
5.30282E+11,WA-17210-3628,5302820,WA-17210,PK,5,Twin Lakes Elementary School,Federal Way School District,King,4400 SW 320TH ST,FEDERAL WAY,WA,98023,2426,(253)945-4200,21,Suburb: Large,No,Yes,Yes,17.4,236,24
5.30282E+11,WA-17210-3582,5302820,WA-17210,PK,5,Valhalla Elementary School,Federal Way School District,King,27847 42ND AV S,AUBURN,WA,98001,1120,(253)945-4300,21,Suburb: Large,No,Yes,Yes,16.4,353,60
5.30282E+11,WA-17210-3583,5302820,WA-17210,PK,5,Wildwood Elementary School,Federal Way School District,King,2405 S 300TH ST,FEDERAL WAY,WA,98003,4225,(253)945-4400,21,Suburb: Large,No,Yes,Yes,15.5,344,16
5.30282E+11,WA-17210-3328,5302820,WA-17210,KG,8,Woodmont K-8 School,Federal Way School District,King,26454 16TH AV S,DES MOINES,WA,98198,9325,(253)945-4500,21,Suburb: Large,No,Yes,Yes,17.9,235,30
5.30282E+11,WA-17210-4426,5302820,WA-17210,PK,5,Green Gables Elementary School,Federal Way School District,King,32607 47TH AVE SW,FEDERAL WAY,WA,98023,1938,(253)945-2700,21,Suburb: Large,No,No,,18.4,122,27
5.30282E+11,WA-17210-4470,5302820,WA-17210,PK,5,Enterprise Elementary School,Federal Way School District,King,35101 5TH AVE SW,FEDERAL WAY,WA,98023,8108,(253)945-2600,21,Suburb: Large,No,No,,17.3,250,35
5.30282E+11,WA-17210-3329,5302820,WA-17210,PK,5,Panther Lake Elementary School,Federal Way School District,King,34424 1ST AV S,FEDERAL WAY,WA,98003,6501,(253)945-3600,21,Suburb: Large,No,Yes,Yes,18.3,275,34
5.30282E+11,WA-17210-3627,5302820,WA-17210,PK,5,Mark Twain Elementary School,Federal Way School District,King,2450 S STAR LAKE RD,FEDERAL WAY,WA,98003,6977,(253)945-3100,21,Suburb: Large,No,Yes,Yes,19.1,395,25
5.30282E+11,WA-17210-4343,5302820,WA-17210,PK,5,Silver Lake Elementary School - Federal Way,Federal Way School District,King,1310 SW 325TH ST,FEDERAL WAY,WA,98023,4930,(253)945-3900,21,Suburb: Large,No,Yes,Yes,17,228,25
5.30282E+11,WA-17210-4480,5302820,WA-17210,PK,5,Meredith Hill Elementary School,Federal Way School District,King,5830 S 300TH ST,AUBURN,WA,98001,2311,(253)945-3200,13,City: Small,No,Yes,Yes,16.4,160,37
5.30282E+11,WA-17210-4374,5302820,WA-17210,PK,5,Sherwood Forest Elementary School,Federal Way School District,King,34600 12TH AV SW,FEDERAL WAY,WA,98023,7060,(253)945-3800,21,Suburb: Large,No,Yes,Yes,17.7,194,31
5.30282E+11,WA-17210-4422,5302820,WA-17210,PK,5,Rainier View Elementary School,Federal Way School District,King,3015 S 368TH ST,FEDERAL WAY,WA,98003,7669,(253)945-3700,21,Suburb: Large,No,Yes,Yes,18.1,339,35
5.30282E+11,WA-17210-1759,5302820,WA-17210,PK,12,Internet Academy,Federal Way School District,King,31455 28th Ave S,Federal Way,WA,98003,,(253)945-2230,21,Suburb: Large,No,Yes,Yes,17.6,67,3
5.30282E+11,WA-17210-1789,5302820,WA-17210,6,10,Federal Way Public Academy,Federal Way School District,King,34620 9TH AV S,FEDERAL WAY,WA,98003,6731,(253)945-3270,21,Suburb: Large,No,Yes,Yes,23.3,71,22
5.30282E+11,WA-17210-1951,5302820,WA-17210,PK,12,Support School,Federal Way School District,King,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,Yes,Yes,,20,0
5.30282E+11,WA-17210-5029,5302820,WA-17210,6,8,Sequoyah Middle School,Federal Way School District,King,3425 S 360th ST,Auburn,WA,98001,9339,(253)945-3670,21,Suburb: Large,No,No,,20,353,54
5.30282E+11,WA-17210-1950,5302820,WA-17210,9,12,Employment Transition Program,Federal Way School District,King,33250 21st Ave SW,Federal Way,WA,98023,,(253)945-4170,21,Suburb: Large,No,No,,,24,9
5.30282E+11,WA-17210-4570,5302820,WA-17210,9,12,Todd Beamer High School,Federal Way School District,King,35999 16TH AV S,FEDERAL WAY,WA,98003,7414,(253)945-2570,21,Suburb: Large,No,Yes,Yes,22.9,780,132
5.30282E+11,WA-17210-5107,5302820,WA-17210,11,12,Federal Way Running Start Home School,Federal Way School District,King,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,,,,0,0
5.30282E+11,WA-17210-5163,5302820,WA-17210,9,12,Career Academy at Truman High School,Federal Way School District,King,31455 28th Ave S,Federal Way,WA,98003,,(253)945-5800,21,Suburb: Large,No,Yes,Yes,32.1,55,9
5.30282E+11,WA-17210-5219,5302820,WA-17210,PK,PK,Federal Way Public Schools Headstart,Federal Way School District,King,31457 28th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,Yes,Yes,,6,0
5.30282E+11,WA-17210-5218,5302820,WA-17210,PK,PK,Federal Way Public School ECEAP,Federal Way School District,King,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,Yes,Yes,,7,0
5.30282E+11,WA-17210-5255,5302820,WA-17210,9,12,Gateway to College,Federal Way School District,King,33330 8th Ave S,Federal Way,WA,98003,,(253)945-2000,21,Suburb: Large,No,Yes,Yes,,14,3
5.30282E+11,WA-17210-5279,5302820,WA-17210,PK,PK,Birth to Three Development Center,Federal Way School District,King,PO Box 24269,Federal Way,WA,98093,1269,(253)874-5445,21,Suburb: Large,No,Yes,Yes,,0,0
5.30282E+11,WA-17210-5280,5302820,WA-17210,PK,12,Dynamic Family Services,Federal Way School District,King,10811 SE Kent Kanlgey Rd,Kent,WA,98030,,(253)945-2000,12,City: Midsize,No,No,,,,
5.30282E+11,WA-17210-5348,5302820,WA-17210,9,12,Open Doors Youth Reengagement (1418),Federal Way School District,King,31455 28th Ave S,Federal Way,WA,98003,,(253)945-4590,21,Suburb: Large,No,Yes,Yes,86.4,122,12
5.30282E+11,WA-17210-5473,5302820,WA-17210,6,12,TAFA at Saghalie,Federal Way School District,,33914 19th Ave SW,Federal Way,WA,98023,,(253)945-5000,,,No,,,,,
5.30285E+11,WA-37502-2263,5302850,WA-37502,KG,5,Beach Elem,Ferndale School District,Whatcom,3786 Centerview Road,Lummi Island,WA,98262,,(360)383-9440,42,Rural: Distant,No,Yes,Yes,15,8,3
5.30285E+11,WA-37502-2458,5302850,WA-37502,PK,5,Central Elementary,Ferndale School District,Whatcom,P.O. Box 187,Ferndale,WA,98248,68,(360)383-9600,22,Suburb: Midsize,No,Yes,Yes,16,160,20
5.30285E+11,WA-37502-2607,5302850,WA-37502,KG,5,Custer Elem,Ferndale School District,Whatcom,7660 Custer School Road,Custer,WA,98240,125,(360)383-9500,41,Rural: Fringe,No,Yes,Yes,19.3,147,28
5.30285E+11,WA-37502-2488,5302850,WA-37502,9,12,Ferndale High School,Ferndale School District,Whatcom,P.O. Box 428,Ferndale,WA,98248,428,(360)383-9240,22,Suburb: Midsize,No,Yes,No,22.5,473,91
5.30285E+11,WA-37502-3762,5302850,WA-37502,6,8,Vista Middle School,Ferndale School District,Whatcom,P.O. Box 1328,Ferndale,WA,98248,1328,(360)383-9370,22,Suburb: Midsize,No,Yes,Yes,19.4,236,53
5.30285E+11,WA-37502-4130,5302850,WA-37502,PK,5,Skyline Elementary School,Ferndale School District,Whatcom,P.O. Box 905,Ferndale,WA,98248,68,(360)383-9450,22,Suburb: Midsize,No,Yes,Yes,17.4,147,41
5.30285E+11,WA-37502-4482,5302850,WA-37502,KG,5,Eagleridge Elementary,Ferndale School District,Whatcom,P.O. Box 1127,Ferndale,WA,98248,,(360)383-9700,41,Rural: Fringe,No,No,,17.6,227,53
5.30285E+11,WA-37502-4554,5302850,WA-37502,6,8,Horizon Middle School,Ferndale School District,Whatcom,P.O. Box 1769,Ferndale,WA,98248,,(360)383-9850,41,Rural: Fringe,No,No,,17.5,189,49
5.30285E+11,WA-37502-5084,5302850,WA-37502,PK,PK,Ferndale Special Services,Ferndale School District,Whatcom,PO Box 698,Ferndale,WA,98248,,(360)383-9221,22,Suburb: Midsize,No,No,,,0,0
5.30285E+11,WA-37502-5207,5302850,WA-37502,PK,5,Cascadia Elementary,Ferndale School District,Whatcom,6175 Church Rd,Ferndale,WA,98248,,(360)383-2300,22,Suburb: Midsize,No,Yes,Yes,17.2,204,30
5.30285E+11,WA-37502-5245,5302850,WA-37502,9,12,WINDWARD HIGH SCHOOL,Ferndale School District,Whatcom,P.O. Box 698,Ferndale,WA,98248,,(360)383-9289,41,Rural: Fringe,No,Yes,No,20.1,46,6
5.30285E+11,WA-37502-5464,5302850,WA-37502,9,12,FERNDALE RE-ENGAGEMENT,Ferndale School District,,6041 VISTA DRIVE,FERNDALE,WA,98248,,(360)383-9362,,,No,,,,,
5.30285E+11,WA-37502-5474,5302850,WA-37502,KG,8,Parent Community Connection,Ferndale School District,,6041 Vista Dr,Ferndale,WA,98248,,(360)383-9210,,,No,,,,,
5.30288E+11,WA-27417-2878,5302880,WA-27417,PK,1,Discovery Primary School,Fife School District,Pierce,1205 19th Avenue,Milton,WA,98354,9189,(253)517-1200,21,Suburb: Large,No,Yes,No,16.5,233,64
5.30288E+11,WA-27417-2773,5302880,WA-27417,10,12,Fife High School,Fife School District,Pierce,5616 20th St E,Tacoma,WA,98424,2026,(253)517-1100,21,Suburb: Large,No,Yes,No,22.8,263,86
5.30288E+11,WA-27417-2809,5302880,WA-27417,2,5,Endeavour Intermediate,Fife School District,Pierce,1304 17th Avenue,Milton,WA,98354,9125,(253)517-1400,21,Suburb: Large,No,Yes,Yes,17.4,226,68
5.30288E+11,WA-27417-3798,5302880,WA-27417,6,7,Surprise Lake Middle School,Fife School District,Pierce,2001 Milton Way,Milton,WA,98354,9443,(253)517-1300,21,Suburb: Large,No,Yes,No,22.2,212,65
5.30288E+11,WA-27417-4557,5302880,WA-27417,2,5,Hedden Elementary School,Fife School District,Pierce,11313 8th St E,Edgewood,WA,98372,1148,(253)517-1500,21,Suburb: Large,No,Yes,Yes,18,193,57
5.30288E+11,WA-27417-4582,5302880,WA-27417,8,9,Columbia Junior High School,Fife School District,Pierce,2901 54th Avenue E,Tacoma,WA,98424,2110,(253)517-1600,21,Suburb: Large,No,Yes,Yes,20.2,185,55
5.30291E+11,WA-03053-3078,5302910,WA-03053,PK,5,Finley Elementary,Finley School District,Benton,213504 E COUGAR RD,KENNEWICK,WA,99337,7203,(509)586-7577,41,Rural: Fringe,No,Yes,Yes,14.6,225,53
5.30291E+11,WA-03053-2367,5302910,WA-03053,9,12,River View High School,Finley School District,Benton,36509 S LEMON DR,KENNEWICK,WA,99337,9180,(509)582-2158,22,Suburb: Midsize,No,Yes,Yes,20.5,168,50
5.30291E+11,WA-03053-4031,5302910,WA-03053,6,8,Finley Middle School,Finley School District,Benton,37208 S FINLEY RD,KENNEWICK,WA,99337,7574,(509)586-7561,22,Suburb: Midsize,No,Yes,Yes,16.8,126,31
5.30294E+11,WA-27402-3180,5302940,WA-27402,PK,5,Brookdale Elementary,Franklin Pierce School District,Pierce,611 132nd Street S,Tacoma,WA,98444,3599,(253)535-9885,21,Suburb: Large,No,Yes,Yes,18.7,388,3
5.30294E+11,WA-27402-2398,5302940,WA-27402,KG,5,Central Avenue Elementary,Franklin Pierce School District,Pierce,4505 104th Street E,Tacoma,WA,98446,5239,(253)298-3205,21,Suburb: Large,No,Yes,Yes,17.4,315,0
5.30294E+11,WA-27402-3301,5302940,WA-27402,PK,5,Christensen Elementary,Franklin Pierce School District,Pierce,10232 Barnes Lane,Tacoma,WA,98444,2799,(253)535-9887,21,Suburb: Large,No,Yes,Yes,18.7,352,3
5.30294E+11,WA-27402-2257,5302940,WA-27402,PK,5,Collins Elementary,Franklin Pierce School District,Pierce,4608 128th St E,Tacoma,WA,98446,4335,(253)535-9888,21,Suburb: Large,No,Yes,Yes,17.3,185,25
5.30294E+11,WA-27402-3532,5302940,WA-27402,KG,5,Elmhurst Elementary School,Franklin Pierce School District,Pierce,420 133rd ST E,TACOMA,WA,98445,1465,(253)535-9889,21,Suburb: Large,No,Yes,Yes,17.5,340,3
5.30294E+11,WA-27402-2876,5302940,WA-27402,9,12,Franklin Pierce High School,Franklin Pierce School District,Pierce,11002 18TH AVE E,TACOMA,WA,98445,5228,(253)298-3800,21,Suburb: Large,No,No,,20.6,621,108
5.30294E+11,WA-27402-3000,5302940,WA-27402,KG,5,Harvard Elementary,Franklin Pierce School District,Pierce,1709 85th Street E,Tacoma,WA,98445,,(253)535-9890,21,Suburb: Large,No,Yes,Yes,15.8,342,0
5.30294E+11,WA-27402-2945,5302940,WA-27402,KG,5,James Sales Elementary,Franklin Pierce School District,Pierce,11213 Sheridan Ave S,Tacoma,WA,98444,,(253)535-9891,21,Suburb: Large,No,Yes,Yes,16.7,357,0
5.30294E+11,WA-27402-3300,5302940,WA-27402,6,8,Morris Ford Middle School,Franklin Pierce School District,Pierce,1602 104th Street East,Tacoma,WA,98445,3838,(253)535-9883,21,Suburb: Large,No,Yes,Yes,19.1,735,8
5.30294E+11,WA-27402-3401,5302940,WA-27402,6,8,Perry G Keithley Middle School,Franklin Pierce School District,Pierce,12324 12TH AVE S,TACOMA,WA,98444,3899,(253)298-4307,21,Suburb: Large,No,Yes,Yes,16.7,600,5
5.30294E+11,WA-27402-3648,5302940,WA-27402,9,12,Washington High School,Franklin Pierce School District,Pierce,12420 Ainsworth Ave S,Tacoma,WA,98444,2398,(253)535-9881,21,Suburb: Large,No,Yes,Yes,18.3,595,126
5.30294E+11,WA-27402-4063,5302940,WA-27402,8,12,Gates Secondary School,Franklin Pierce School District,Pierce,813 132nd Street S,Tacoma,WA,98444,3532,(253)298-4000,21,Suburb: Large,No,Yes,Yes,10.3,115,5
5.30294E+11,WA-27402-2340,5302940,WA-27402,KG,5,Midland Elementary,Franklin Pierce School District,Pierce,2300 105th St E,Tacoma,WA,98445,5324,(253)298-4500,21,Suburb: Large,No,Yes,Yes,17.8,436,3
5.30294E+11,WA-27402-5129,5302940,WA-27402,PK,PK,Learning Support,Franklin Pierce School District,Pierce,315 129th Street So,Tacoma,WA,98444,,(253)298-3005,21,Suburb: Large,No,Yes,Yes,,71,0
5.30294E+11,WA-27402-5436,5302940,WA-27402,PK,PK,Early Learning Center,Franklin Pierce School District,,12223 S A Street,Tacoma,WA,98444,,(253)298-4675,,,No,,,,,
5.30297E+11,WA-32358-3794,5302970,WA-32358,PK,5,Freeman Elementary School,Freeman School District,Spokane,14917 S Jackson Road,Rockford,WA,99030,9755,(509)291-4791,42,Rural: Distant,No,Yes,Yes,17.8,75,24
5.30297E+11,WA-32358-3192,5302970,WA-32358,9,12,Freeman High School,Freeman School District,Spokane,S 14626 Jackson,Rockford,WA,99030,9755,(509)291-3721,42,Rural: Distant,No,Yes,Yes,19.9,46,23
5.30297E+11,WA-32358-4593,5302970,WA-32358,6,8,Freeman Middle School,Freeman School District,Spokane,14917 S Jackson Rd,Rockford,WA,99030,,(509)291-7300,42,Rural: Distant,No,Yes,Yes,19.1,44,15
5.303E+11,WA-38302-2895,5303000,WA-38302,PK,5,Garfield Elementary,Garfield School District,Whitman,POB 398,Garfield,WA,99130,398,(509)635-1331,43,Rural: Remote,No,Yes,Yes,12.5,18,9
5.303E+11,WA-38302-2896,5303000,WA-38302,6,8,Garfield Middle School,Garfield School District,Whitman,POB 398,Garfield,WA,99130,398,(509)878-1921,43,Rural: Remote,No,Yes,Yes,4.7,17,3
5.303E+11,WA-38302-1962,5303000,WA-38302,9,12,Garfield at Palouse High School,Garfield School District,Whitman,600 E. Alder,Palouse,WA,99161,,(509)878-1921,43,Rural: Remote,No,Yes,Yes,,14,3
5.30303E+11,WA-20401-3047,5303030,WA-20401,KG,6,Glenwood Elementary,Glenwood School District,Klickitat,PO Box 12,Glenwood,WA,98619,91,(509)364-3438,43,Rural: Remote,No,Yes,Yes,7.8,15,4
5.30303E+11,WA-20401-3048,5303030,WA-20401,7,12,Glenwood Secondary,Glenwood School District,Klickitat,320 Bunnell St.,Glenwood,WA,98619,91,(509)364-3438,43,Rural: Remote,No,Yes,Yes,6.9,7,3
5.30309E+11,WA-20404-2856,5303090,WA-20404,9,12,Goldendale High School,Goldendale School District,Klickitat,525 SIMCOE DR.,GOLDENDALE,WA,98620,9299,(509)773-5846,33,Town: Remote,No,Yes,Yes,18.6,124,34
5.30309E+11,WA-20404-3393,5303090,WA-20404,5,8,Goldendale Middle School,Goldendale School District,Klickitat,520 E. COLLINS DR.,GOLDENDALE,WA,98620,9298,(509)773-4323,33,Town: Remote,No,Yes,Yes,15.9,128,24
5.30309E+11,WA-20404-2677,5303090,WA-20404,KG,4,Goldendale Primary School,Goldendale School District,Klickitat,820 S. SCHUSTER ST,GOLDENDALE,WA,98620,9038,(509)773-4665,33,Town: Remote,No,No,,18,209,29
5.30309E+11,WA-20404-5012,5303090,WA-20404,PK,PK,Goldendale Support Service Center,Goldendale School District,Klickitat,820 S. SCHUSTER ST.,GOLDENDALE,WA,98620,,(509)773-4665,33,Town: Remote,No,No,,,3,0
5.30313E+11,WA-13301-2802,5303130,WA-13301,PK,6,Lake Roosevelt Elementary,Grand Coulee Dam School District,Okanogan,503 Crest Dr,Coulee Dam,WA,99116,,(509)633-0730,43,Rural: Remote,No,Yes,Yes,19,240,37
5.30313E+11,WA-13301-2801,5303130,WA-13301,7,12,Lake Roosevelt Jr/Sr High School,Grand Coulee Dam School District,Okanogan,505 CREST DR,COULEE DAM,WA,99116,,(509)633-1442,43,Rural: Remote,No,Yes,Yes,15.1,187,28
5.30313E+11,WA-13301-5336,5303130,WA-13301,KG,12,Lake Roosevelt Alternative School,Grand Coulee Dam School District,Okanogan,500 Civic Way,Coulee Dam,WA,99116,,(866)689-1932,43,Rural: Remote,No,Yes,Yes,,6,3
5.30315E+11,WA-39200-3013,5303150,WA-39200,PK,5,Smith Elementary School,Grandview School District,Yakima,205 Fir Ave,Grandview,WA,98930,,(509)882-8700,32,Town: Distant,No,Yes,Yes,20.8,518,0
5.30315E+11,WA-39200-3071,5303150,WA-39200,6,8,Grandview Middle School,Grandview School District,Yakima,1401 W 2nd ST,Grandview,WA,98930,,(509)882-8600,32,Town: Distant,No,Yes,No,21.8,694,0
5.30315E+11,WA-39200-2555,5303150,WA-39200,9,12,Grandview High School,Grandview School District,Yakima,1601 W 5th ST,Grandview,WA,98930,,(509)882-8750,32,Town: Distant,No,Yes,No,24.1,594,0
5.30315E+11,WA-39200-2756,5303150,WA-39200,PK,5,Thompson Elementary School,Grandview School District,Yakima,1105 W 2nd ST,Grandview,WA,98930,,(509)882-8550,32,Town: Distant,No,Yes,Yes,19.9,480,0
5.30315E+11,WA-39200-2345,5303150,WA-39200,PK,5,Mcclure Elementary School,Grandview School District,Yakima,811 W 2nd ST,Grandview,WA,98930,,(509)882-7100,32,Town: Distant,No,Yes,Yes,19.8,534,0
5.30315E+11,WA-39200-1776,5303150,WA-39200,9,12,Contract Learning Center,Grandview School District,Yakima,913 W 2nd ST,Grandview,WA,98930,,(509)882-8545,32,Town: Distant,No,Yes,Yes,50,39,0
5.30315E+11,WA-39200-5399,5303150,WA-39200,9,12,Step Up to College Open Doors High School,Grandview School District,Yakima,913 W 2nd ST,Grandview,WA,98930,,(509)882-7014,32,Town: Distant,No,,,,0,0
